worker_id,worker_display_name,platform_id,interface_language,ls_endpoint,project_name,task_id,task_url,dataset_group,is_common_anchor,expected_completion_order,assignment_reason,watch_flag,notes
32,,,zh,http://175.178.71.217:8000,C1_anchor_all,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,,Calibration_anchor,true,1,common_anchor,True,
32,,,zh,http://175.178.71.217:8000,C1_anchor_all,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,,Calibration_anchor,true,2,common_anchor,True,
32,,,zh,http://175.178.71.217:8000,C1_anchor_all,uNb9QFRL6hY_01ea3de3141a4adaa917cebb3db3c086,,Calibration_anchor,true,3,common_anchor,True,
32,,,zh,http://175.178.71.217:8000,C1_anchor_all,Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27,,Calibration_anchor,true,4,common_anchor,True,
32,,,zh,http://175.178.71.217:8000,C1_anchor_all,uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,,Calibration_anchor,true,5,common_anchor,True,
32,,,zh,http://175.178.71.217:8000,C1_anchor_all,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,,Calibration_anchor,true,6,common_anchor,True,
32,,,zh,http://175.178.71.217:8000,C1_anchor_all,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,,Calibration_anchor,true,7,common_anchor,True,
32,,,zh,http://175.178.71.217:8000,C1_anchor_all,q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0,,Calibration_anchor,true,8,common_anchor,True,
32,,,zh,http://175.178.71.217:8000,C1_anchor_all,uNb9QFRL6hY_daf1cf81c53b4e439e7e649fa9b41341,,Calibration_anchor,true,9,common_anchor,True,
32,,,zh,http://175.178.71.217:8000,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,,Calibration_anchor,true,10,common_anchor,True,
32,,,zh,http://175.178.71.217:8000,C1_anchor_all,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,,Calibration_anchor,true,11,common_anchor,True,
32,,,zh,http://175.178.71.217:8000,C1_anchor_all,q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4,,Calibration_anchor,true,12,common_anchor,True,
32,,,zh,http://175.178.71.217:8000,C1_core_all,e9zR4mvMWw7_18653fa3d6ba4f82889237201ee07d11,,Calibration_core,false,13,balanced_core,True,
32,,,zh,http://175.178.71.217:8000,C1_core_all,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,,Calibration_core,false,14,balanced_core,True,
32,,,zh,http://175.178.71.217:8000,C1_core_all,q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,,Calibration_core,false,15,balanced_core,True,
32,,,zh,http://175.178.71.217:8000,C1_core_all,Z6MFQCViBuw_bc4ec1f735f3446aa4b56165d9508b45,,Calibration_core,false,16,balanced_core,True,
32,,,zh,http://175.178.71.217:8000,C1_core_all,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,,Calibration_core,false,17,balanced_core,True,
32,,,zh,http://175.178.71.217:8000,C1_core_all,B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb,,Calibration_core,false,18,balanced_core,True,
32,,,zh,http://175.178.71.217:8000,C1_core_all,yqstnuAEVhm_f2eeae1a36f14f6cb7b934efd9becb4d,,Calibration_core,false,19,balanced_core,True,
32,,,zh,http://175.178.71.217:8000,C1_core_all,X7HyMhZNoso_29a5eef6980d4798bcc58e4c96e198cc,,Calibration_core,false,20,balanced_core,True,
32,,,zh,http://175.178.71.217:8000,C1_core_all,wc2JMjhGNzB_05e7fcde7a00435ebba65933c1758dde,,Calibration_core,false,21,balanced_core,True,
32,,,zh,http://175.178.71.217:8000,C1_core_all,e9zR4mvMWw7_4984fc9f1fdf4ff7887430f71b9ae392,,Calibration_core,false,22,balanced_core,True,
32,,,zh,http://175.178.71.217:8000,C1_core_all,q9vSo1VnCiC_60bae76d896345bfa783ebdd78f1cc71,,Calibration_core,false,23,balanced_core,True,
32,,,zh,http://175.178.71.217:8000,C1_core_all,UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8,,Calibration_core,false,24,balanced_core,True,
32,,,zh,http://175.178.71.217:8000,C1_core_all,uNb9QFRL6hY_14f2a8bc76f24d2ea495369bfde2f653,,Calibration_core,false,25,balanced_core,True,
32,,,zh,http://175.178.71.217:8000,C1_core_all,wc2JMjhGNzB_e9899e516c784fe3b8e78354ba4d49c4,,Calibration_core,false,26,balanced_core,True,
32,,,zh,http://175.178.71.217:8000,C1_core_all,q9vSo1VnCiC_a139a1f906394f7a9d5dfc9772836342,,Calibration_core,false,27,balanced_core,True,
32,,,zh,http://175.178.71.217:8000,C1_core_all,uNb9QFRL6hY_b98c9460586e4f138658181461df9f51,,Calibration_core,false,28,balanced_core,True,
