worker_id,worker_display_name,platform_id,interface_language,ls_endpoint,project_name,task_id,task_url,dataset_group,is_common_anchor,expected_completion_order,assignment_reason,watch_flag,notes
15,,,zh,http://175.178.71.217:8000,C1_anchor_all,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,,Calibration_anchor,true,1,common_anchor,False,
15,,,zh,http://175.178.71.217:8000,C1_anchor_all,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,,Calibration_anchor,true,2,common_anchor,False,
15,,,zh,http://175.178.71.217:8000,C1_anchor_all,uNb9QFRL6hY_01ea3de3141a4adaa917cebb3db3c086,,Calibration_anchor,true,3,common_anchor,False,
15,,,zh,http://175.178.71.217:8000,C1_anchor_all,Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27,,Calibration_anchor,true,4,common_anchor,False,
15,,,zh,http://175.178.71.217:8000,C1_anchor_all,uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,,Calibration_anchor,true,5,common_anchor,False,
15,,,zh,http://175.178.71.217:8000,C1_anchor_all,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,,Calibration_anchor,true,6,common_anchor,False,
15,,,zh,http://175.178.71.217:8000,C1_anchor_all,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,,Calibration_anchor,true,7,common_anchor,False,
15,,,zh,http://175.178.71.217:8000,C1_anchor_all,q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0,,Calibration_anchor,true,8,common_anchor,False,
15,,,zh,http://175.178.71.217:8000,C1_anchor_all,uNb9QFRL6hY_daf1cf81c53b4e439e7e649fa9b41341,,Calibration_anchor,true,9,common_anchor,False,
15,,,zh,http://175.178.71.217:8000,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,,Calibration_anchor,true,10,common_anchor,False,
15,,,zh,http://175.178.71.217:8000,C1_anchor_all,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,,Calibration_anchor,true,11,common_anchor,False,
15,,,zh,http://175.178.71.217:8000,C1_anchor_all,q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4,,Calibration_anchor,true,12,common_anchor,False,
15,,,zh,http://175.178.71.217:8000,C1_core_all,uNb9QFRL6hY_33dd9892d10e474ead8f7ad38a8da562,,Calibration_core,false,13,balanced_core,False,
15,,,zh,http://175.178.71.217:8000,C1_core_all,wc2JMjhGNzB_0a54ae7daf36423fb6a5607caf3fb942,,Calibration_core,false,14,balanced_core,False,
15,,,zh,http://175.178.71.217:8000,C1_core_all,b8cTxDM8gDG_dcbdda428eb846a586886b87d9552d0e,,Calibration_core,false,15,balanced_core,False,
15,,,zh,http://175.178.71.217:8000,C1_core_all,UwV83HsGsw3_a497aa9041fd41b3b5e6f3cab0849f98,,Calibration_core,false,16,balanced_core,False,
15,,,zh,http://175.178.71.217:8000,C1_core_all,Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,,Calibration_core,false,17,balanced_core,False,
15,,,zh,http://175.178.71.217:8000,C1_core_all,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,,Calibration_core,false,18,balanced_core,False,
15,,,zh,http://175.178.71.217:8000,C1_core_all,X7HyMhZNoso_3cafb1bfb9084df995fff71810d7693f,,Calibration_core,false,19,balanced_core,False,
15,,,zh,http://175.178.71.217:8000,C1_core_all,Z6MFQCViBuw_d9913cc77dc14f17b7228ac8de469b06,,Calibration_core,false,20,balanced_core,False,
15,,,zh,http://175.178.71.217:8000,C1_core_all,x8F5xyUWy9e_b7e0b8b0d65b439382afa4c79db018a7,,Calibration_core,false,21,balanced_core,False,
15,,,zh,http://175.178.71.217:8000,C1_core_all,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,,Calibration_core,false,22,balanced_core,False,
15,,,zh,http://175.178.71.217:8000,C1_core_all,e9zR4mvMWw7_8783add8825d4ecf8eb1f2af3c22b8df,,Calibration_core,false,23,balanced_core,False,
15,,,zh,http://175.178.71.217:8000,C1_core_all,x8F5xyUWy9e_9077f8ffceb943808934837db41e5616,,Calibration_core,false,24,balanced_core,False,
15,,,zh,http://175.178.71.217:8000,C1_core_all,B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,,Calibration_core,false,25,balanced_core,False,
15,,,zh,http://175.178.71.217:8000,C1_core_all,wc2JMjhGNzB_d7230c164e814f9a83244ab2edc15334,,Calibration_core,false,26,balanced_core,False,
15,,,zh,http://175.178.71.217:8000,C1_core_all,B6ByNegPMKs_b5dcbc0109a344a281d8ae467ccf3fc2,,Calibration_core,false,27,balanced_core,False,
15,,,zh,http://175.178.71.217:8000,C1_core_all,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,,Calibration_core,false,28,balanced_core,False,
15,,,zh,http://175.178.71.217:8000,C1_core_all,uNb9QFRL6hY_4d422e01951e4c4a9fa3c2d10666a004,,Calibration_core,false,29,balanced_core,False,
