worker_id,worker_display_name,platform_id,interface_language,ls_endpoint,project_name,task_id,task_url,dataset_group,is_common_anchor,expected_completion_order,assignment_reason,watch_flag,notes
6,,,zh,http://175.178.71.217:8000,C1_anchor_all,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,,Calibration_anchor,true,1,common_anchor,True,
6,,,zh,http://175.178.71.217:8000,C1_anchor_all,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,,Calibration_anchor,true,2,common_anchor,True,
6,,,zh,http://175.178.71.217:8000,C1_anchor_all,uNb9QFRL6hY_01ea3de3141a4adaa917cebb3db3c086,,Calibration_anchor,true,3,common_anchor,True,
6,,,zh,http://175.178.71.217:8000,C1_anchor_all,Z6MFQCViBuw_451088e169fd4fe3b14d1f26b18d9a27,,Calibration_anchor,true,4,common_anchor,True,
6,,,zh,http://175.178.71.217:8000,C1_anchor_all,uNb9QFRL6hY_1434b965c3c147419c4ff40310633b58,,Calibration_anchor,true,5,common_anchor,True,
6,,,zh,http://175.178.71.217:8000,C1_anchor_all,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,,Calibration_anchor,true,6,common_anchor,True,
6,,,zh,http://175.178.71.217:8000,C1_anchor_all,q9vSo1VnCiC_3e5aacbc10904d4b88660a3cb91efcb9,,Calibration_anchor,true,7,common_anchor,True,
6,,,zh,http://175.178.71.217:8000,C1_anchor_all,q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0,,Calibration_anchor,true,8,common_anchor,True,
6,,,zh,http://175.178.71.217:8000,C1_anchor_all,uNb9QFRL6hY_daf1cf81c53b4e439e7e649fa9b41341,,Calibration_anchor,true,9,common_anchor,True,
6,,,zh,http://175.178.71.217:8000,C1_anchor_all,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,,Calibration_anchor,true,10,common_anchor,True,
6,,,zh,http://175.178.71.217:8000,C1_anchor_all,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,,Calibration_anchor,true,11,common_anchor,True,
6,,,zh,http://175.178.71.217:8000,C1_anchor_all,q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4,,Calibration_anchor,true,12,common_anchor,True,
6,,,zh,http://175.178.71.217:8000,C1_core_all,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,,Calibration_core,false,13,balanced_core,True,
6,,,zh,http://175.178.71.217:8000,C1_core_all,yqstnuAEVhm_703d93b8575b4c0ba99c285dea126401,,Calibration_core,false,14,balanced_core,True,
6,,,zh,http://175.178.71.217:8000,C1_core_all,e9zR4mvMWw7_fa7122ef2199445485623708ea54d018,,Calibration_core,false,15,balanced_core,True,
6,,,zh,http://175.178.71.217:8000,C1_core_all,b8cTxDM8gDG_d38c4ae95f5b4640a2696b923b80d1f4,,Calibration_core,false,16,balanced_core,True,
6,,,zh,http://175.178.71.217:8000,C1_core_all,B6ByNegPMKs_6ef1007d4f8641cfa4102b27787f0210,,Calibration_core,false,17,balanced_core,True,
6,,,zh,http://175.178.71.217:8000,C1_core_all,uNb9QFRL6hY_e0b8950793b447bd8b9f916e98e849d1,,Calibration_core,false,18,balanced_core,True,
6,,,zh,http://175.178.71.217:8000,C1_core_all,uNb9QFRL6hY_68df002b0bc84182b4141e8f9cd03fae,,Calibration_core,false,19,balanced_core,True,
6,,,zh,http://175.178.71.217:8000,C1_core_all,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,,Calibration_core,false,20,balanced_core,True,
6,,,zh,http://175.178.71.217:8000,C1_core_all,e9zR4mvMWw7_f6c327acf9884d988714467217d67dcd,,Calibration_core,false,21,balanced_core,True,
6,,,zh,http://175.178.71.217:8000,C1_core_all,uNb9QFRL6hY_e39b52c7eedc4d859fca7888cab531ae,,Calibration_core,false,22,balanced_core,True,
6,,,zh,http://175.178.71.217:8000,C1_core_all,wc2JMjhGNzB_d5138c0f63414e1fb5147c9436968940,,Calibration_core,false,23,balanced_core,True,
6,,,zh,http://175.178.71.217:8000,C1_core_all,Z6MFQCViBuw_80cd596c480c4f72a7457433b862d179,,Calibration_core,false,24,balanced_core,True,
6,,,zh,http://175.178.71.217:8000,C1_core_all,wc2JMjhGNzB_ea42bf32a1984ae399c9f96d9b62b635,,Calibration_core,false,25,balanced_core,True,
6,,,zh,http://175.178.71.217:8000,C1_core_all,e9zR4mvMWw7_5f9b1db7cc1748c2a71d9924bd1f4fa3,,Calibration_core,false,26,balanced_core,True,
6,,,zh,http://175.178.71.217:8000,C1_core_all,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,,Calibration_core,false,27,balanced_core,True,
6,,,zh,http://175.178.71.217:8000,C1_core_all,uNb9QFRL6hY_bccfe89cf0b24f4c9d2afee19c342117,,Calibration_core,false,28,balanced_core,True,
