source_path,source_sha256,project_id,runtime_task_id,worker_id,annotation_id,base_task_id,condition,created_at,updated_at,result_sha256,canonical_match_status,source_classification,snapshot_occurrence_count,distinct_result_version_count
export_label/c2arp_block1/project-78-at-2026-08-10-07-22-d878a022.json,1138c36c3f72c234011d1d35366218bf3330c8ed7af8d6ede9ca5710da4c999a,78,3498,28,6762,jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,2026-08-08T09:37:14.847794Z,2026-08-08T09:37:14.847816Z,d1abdae874b9d8bcd5f548baf86560f0e6553fec3fffe30d6053c6d4084f2e8b,matched,formal_experiment_export,1,1
export_label/c2arp_block1/project-78-at-2026-08-10-07-22-d878a022.json,1138c36c3f72c234011d1d35366218bf3330c8ed7af8d6ede9ca5710da4c999a,78,3499,28,6763,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,manual,2026-08-08T09:49:56.224917Z,2026-08-08T09:49:56.224948Z,b83c13f8f7ce763a2c563be6c006172cc51612832fa2b01f5ff8966a39965f5a,matched,formal_experiment_export,1,1
export_label/c2arp_block1/project-78-at-2026-08-10-07-22-d878a022.json,1138c36c3f72c234011d1d35366218bf3330c8ed7af8d6ede9ca5710da4c999a,78,3500,29,6764,pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,manual,2026-08-08T14:02:22.479745Z,2026-08-08T14:02:22.479766Z,f403c423237970aab27a5f3be80d43784d51a8483d8d450ea3f2ad2ec4893943,matched,formal_experiment_export,1,1
export_label/c2arp_block1/project-78-at-2026-08-10-07-22-d878a022.json,1138c36c3f72c234011d1d35366218bf3330c8ed7af8d6ede9ca5710da4c999a,78,3501,32,6758,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,2026-08-08T05:43:34.775403Z,2026-08-08T05:50:37.694787Z,a745bf3b94837be1137e6a09616ae691497d121cbf07666b30255207c6d1463e,matched,formal_experiment_export,1,1
export_label/c2arp_block1/project-78-at-2026-08-10-07-22-d878a022.json,1138c36c3f72c234011d1d35366218bf3330c8ed7af8d6ede9ca5710da4c999a,78,3501,29,6765,pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,2026-08-08T14:14:56.051164Z,2026-08-08T14:14:56.051187Z,2863fc808eeef20cd3ca101cbbc7a269117fc4f278c28de4dc20929723a631c2,matched,formal_experiment_export,1,1
export_label/c2arp_block1/project-78-at-2026-08-10-07-22-d878a022.json,1138c36c3f72c234011d1d35366218bf3330c8ed7af8d6ede9ca5710da4c999a,78,3502,30,6742,pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,manual,2026-08-07T14:09:35.115549Z,2026-08-07T14:09:35.115569Z,2a7c672db8480e3afbc0a500877981c180bd39d4d19401d43a4169c4c7a97323,matched,formal_experiment_export,1,1
export_label/c2arp_block1/project-78-at-2026-08-10-07-22-d878a022.json,1138c36c3f72c234011d1d35366218bf3330c8ed7af8d6ede9ca5710da4c999a,78,3503,30,6743,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,2026-08-07T14:12:17.204887Z,2026-08-07T14:12:17.204907Z,bffa64e3e5c25cd01c1dd082dc1e6ce34b97abc5a214e1d89d81ca9eacdada8c,matched,formal_experiment_export,1,1
export_label/c2arp_block1/project-78-at-2026-08-10-07-22-d878a022.json,1138c36c3f72c234011d1d35366218bf3330c8ed7af8d6ede9ca5710da4c999a,78,3504,31,6752,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2026-08-08T05:14:46.489252Z,2026-08-08T05:14:46.489279Z,4d5768e7534a4679bcb2c421c15bb41e7be9348dde8e27aaeefae59ad1038920,matched,formal_experiment_export,1,1
export_label/c2arp_block1/project-78-at-2026-08-10-07-22-d878a022.json,1138c36c3f72c234011d1d35366218bf3330c8ed7af8d6ede9ca5710da4c999a,78,3504,34,6772,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,manual,2026-08-08T19:41:06.467775Z,2026-08-08T19:41:06.467797Z,3358fd83cbdb19713909e5d05827ce43171e85c8165cb05e712722c82c3b8b7d,matched,formal_experiment_export,1,1
export_label/c2arp_block1/project-78-at-2026-08-10-07-22-d878a022.json,1138c36c3f72c234011d1d35366218bf3330c8ed7af8d6ede9ca5710da4c999a,78,3505,31,6755,pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,2026-08-08T05:22:12.938696Z,2026-08-08T05:22:12.938719Z,4bfdb4fd744d4ca9c1af04ee04e8685357b6c66f7d2a60e9c8dc6db7bcd5d041,matched,formal_experiment_export,1,1
export_label/c2arp_block1/project-78-at-2026-08-10-07-22-d878a022.json,1138c36c3f72c234011d1d35366218bf3330c8ed7af8d6ede9ca5710da4c999a,78,3506,32,6759,zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,manual,2026-08-08T05:49:33.864048Z,2026-08-08T05:49:33.864070Z,86533e14d5c2798bbc877f11a88829a1be54aa9440192c62a4dd589a3355fadc,matched,formal_experiment_export,1,1
export_label/c2arp_block1/project-78-at-2026-08-10-07-22-d878a022.json,1138c36c3f72c234011d1d35366218bf3330c8ed7af8d6ede9ca5710da4c999a,78,3507,33,6744,pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,manual,2026-08-07T14:21:31.035272Z,2026-08-07T14:21:49.845683Z,f100fd55d5c04a342106690e5e51a845ef240217c561a494ceec304d5701916f,matched,formal_experiment_export,1,1
export_label/c2arp_block1/project-78-at-2026-08-10-07-22-d878a022.json,1138c36c3f72c234011d1d35366218bf3330c8ed7af8d6ede9ca5710da4c999a,78,3508,33,6745,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,2026-08-07T14:26:19.066035Z,2026-08-07T14:26:19.066056Z,ddc22872889d5c49a161d9b1e08b49af4163be75a868ab788545da0904bec86d,matched,formal_experiment_export,1,1
export_label/c2arp_block1/project-78-at-2026-08-10-07-22-d878a022.json,1138c36c3f72c234011d1d35366218bf3330c8ed7af8d6ede9ca5710da4c999a,78,3508,34,6774,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,2026-08-08T19:52:12.526314Z,2026-08-08T19:52:12.526335Z,a73121b8c9b46d14fa618c6e04b403b5a7141602e2981cbfefed6db5c8727d90,matched,formal_experiment_export,1,1
export_label/c2arp_block1/project-78-at-2026-08-10-07-22-d878a022.json,1138c36c3f72c234011d1d35366218bf3330c8ed7af8d6ede9ca5710da4c999a,78,3509,35,6748,zsNo4HB9uLZ_2caadd7bc71c43d5ad10f4e7f10a3455,manual,2026-08-07T17:46:13.817269Z,2026-08-07T17:46:13.817291Z,a570e25d2429c10341a7957bcfcad023f4f896d8fa4bc64a5300581ec8498fba,matched,formal_experiment_export,1,1
export_label/c2arp_block1/project-78-at-2026-08-10-07-22-d878a022.json,1138c36c3f72c234011d1d35366218bf3330c8ed7af8d6ede9ca5710da4c999a,78,3510,35,6749,zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,manual,2026-08-07T17:49:22.867288Z,2026-08-07T17:49:22.867312Z,af46ec8ba9ef15576a03e00ed2b71d1551abeed51bb7838580d1fae2da741045,matched,formal_experiment_export,1,1
export_label/c2arp_block1/project-78-at-2026-08-10-07-22-d878a022.json,1138c36c3f72c234011d1d35366218bf3330c8ed7af8d6ede9ca5710da4c999a,78,3511,36,6746,jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,2026-08-07T15:26:54.962498Z,2026-08-07T15:39:03.170225Z,101bab35a391f4f02dce8c9c1119aa16f4dce7a0800fa5e0db655e2216022b23,matched,formal_experiment_export,1,1
export_label/c2arp_block1/project-78-at-2026-08-10-07-22-d878a022.json,1138c36c3f72c234011d1d35366218bf3330c8ed7af8d6ede9ca5710da4c999a,78,3512,36,6747,zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,manual,2026-08-07T15:45:11.645517Z,2026-08-07T15:45:11.645534Z,cf415d9c237aacc526b33171a3c05e184b3279c05670fd7c8be01bc1155c6d82,matched,formal_experiment_export,1,1
export_label/c2arp_block1/project-78-at-2026-08-10-07-22-d878a022.json,1138c36c3f72c234011d1d35366218bf3330c8ed7af8d6ede9ca5710da4c999a,78,3513,37,6770,jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,manual,2026-08-08T17:17:31.019743Z,2026-08-08T17:17:31.019766Z,85d1e4268de29f0904d4a4718258e8cd409684528e8c2276e26ccd0f8b156d78,matched,formal_experiment_export,1,1
