comparison,base_task_id,building_id,stage,condition,worker_id,other_worker_id,left_id,right_id,d_mask,independence_status,metric_contract,pair_relation,other_independence_status,other_stage,reference_status,scope_status,reference_source
human_human_different_worker_same_stage,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,C2-A-RP,manual,31,34,3651a92290f6ddca5577,17be19782ab6f1fa54ca,0.013173299897,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,different_worker_same_stage,not_materialized,C2-A-RP,,,
human_human_different_worker_same_stage,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,C2-A-RP,manual,31,8,3651a92290f6ddca5577,b7ad646fe3dc3b0d378e,0.017995842495,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,different_worker_same_stage,not_materialized,C2-A-RP,,,
human_human_different_worker_same_stage,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,C2-A-RP,manual,34,8,17be19782ab6f1fa54ca,b7ad646fe3dc3b0d378e,0.0229662268,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,different_worker_same_stage,not_materialized,C2-A-RP,,,
human_hohonet,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,C2-A-RP,manual,31,,3651a92290f6ddca5577,hohonet,0.044267210273,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_enclosed,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,C2-A-RP,manual,31,,3651a92290f6ddca5577,bilayout_enclosed,0.02058115903,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_extended,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,C2-A-RP,manual,31,,3651a92290f6ddca5577,bilayout_extended,0.021513322659,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_gt,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,C2-A-RP,manual,31,,3651a92290f6ddca5577,gt,0.037497025226,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,public_dataset_reference_not_quality_assumed,not_reviewed_for_this_audit,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json
human_hohonet,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,C2-A-RP,manual,34,,17be19782ab6f1fa54ca,hohonet,0.049273851195,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_enclosed,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,C2-A-RP,manual,34,,17be19782ab6f1fa54ca,bilayout_enclosed,0.026167518479,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_extended,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,C2-A-RP,manual,34,,17be19782ab6f1fa54ca,bilayout_extended,0.027095068055,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_gt,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,C2-A-RP,manual,34,,17be19782ab6f1fa54ca,gt,0.042494583951,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,public_dataset_reference_not_quality_assumed,not_reviewed_for_this_audit,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json
human_hohonet,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,C2-A-RP,manual,8,,b7ad646fe3dc3b0d378e,hohonet,0.026955148523,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_enclosed,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,C2-A-RP,manual,8,,b7ad646fe3dc3b0d378e,bilayout_enclosed,0.007513822953,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_extended,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,C2-A-RP,manual,8,,b7ad646fe3dc3b0d378e,bilayout_extended,0.008464201759,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_gt,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,C2-A-RP,manual,8,,b7ad646fe3dc3b0d378e,gt,0.020283671457,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,public_dataset_reference_not_quality_assumed,not_reviewed_for_this_audit,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json
human_human_different_worker_same_stage,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,C2-A-RP,manual,8,31,8bdb2a37829bea126cde,06925f70038be9cf6628,0.025364286464,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,different_worker_same_stage,not_materialized,C2-A-RP,,,
human_human_different_worker_same_stage,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,C2-A-RP,manual,8,34,8bdb2a37829bea126cde,022a2edfc36f1862ff6d,0.065568976242,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,different_worker_same_stage,not_materialized,C2-A-RP,,,
human_human_different_worker_same_stage,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,C2-A-RP,manual,31,34,06925f70038be9cf6628,022a2edfc36f1862ff6d,0.080071903158,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,different_worker_same_stage,not_materialized,C2-A-RP,,,
human_hohonet,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,C2-A-RP,manual,8,,8bdb2a37829bea126cde,hohonet,0.015522162172,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_enclosed,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,C2-A-RP,manual,8,,8bdb2a37829bea126cde,bilayout_enclosed,0.030813718334,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_extended,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,C2-A-RP,manual,8,,8bdb2a37829bea126cde,bilayout_extended,0.030813718334,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_gt,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,C2-A-RP,manual,8,,8bdb2a37829bea126cde,gt,0.02180870199,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,public_dataset_reference_not_quality_assumed,not_reviewed_for_this_audit,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json
human_hohonet,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,C2-A-RP,manual,31,,06925f70038be9cf6628,hohonet,0.035888019513,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_enclosed,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,C2-A-RP,manual,31,,06925f70038be9cf6628,bilayout_enclosed,0.045576590827,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_extended,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,C2-A-RP,manual,31,,06925f70038be9cf6628,bilayout_extended,0.045576590827,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_gt,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,C2-A-RP,manual,31,,06925f70038be9cf6628,gt,0.042557467196,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,public_dataset_reference_not_quality_assumed,not_reviewed_for_this_audit,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json
human_hohonet,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,C2-A-RP,manual,34,,022a2edfc36f1862ff6d,hohonet,0.056699240568,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_enclosed,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,C2-A-RP,manual,34,,022a2edfc36f1862ff6d,bilayout_enclosed,0.038096460333,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_extended,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,C2-A-RP,manual,34,,022a2edfc36f1862ff6d,bilayout_extended,0.038096460333,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_gt,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,C2-A-RP,manual,34,,022a2edfc36f1862ff6d,gt,0.048548969901,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,public_dataset_reference_not_quality_assumed,not_reviewed_for_this_audit,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json
human_hohonet,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,C2-A-RP,manual,11,,8768c3642fee588c06f4,hohonet,0.050200080639,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_enclosed,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,C2-A-RP,manual,11,,8768c3642fee588c06f4,bilayout_enclosed,0.065490946209,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_extended,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,C2-A-RP,manual,11,,8768c3642fee588c06f4,bilayout_extended,0.065490946209,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_gt,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,C2-A-RP,manual,11,,8768c3642fee588c06f4,gt,0.044126875587,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,public_dataset_reference_not_quality_assumed,not_reviewed_for_this_audit,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json
human_human_different_worker_same_stage,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,10,27,bd14297e6f34d6705898,a3e7b70ed81a76c41c0f,0.062640113748,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,different_worker_same_stage,not_materialized,C1,,,
human_human_different_worker_same_stage,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,10,28,bd14297e6f34d6705898,98fc2a900301cecb1f95,0.065073223462,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,different_worker_same_stage,not_materialized,C1,,,
human_human_different_worker_same_stage,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,10,30,bd14297e6f34d6705898,d5c88ef7632f0c3ce88f,0.063155147666,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,different_worker_same_stage,not_materialized,C1,,,
human_human_different_worker_same_stage,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,10,6,bd14297e6f34d6705898,9ba553c8c79977374da6,0.0,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,different_worker_same_stage,not_materialized,C1,,,
human_human_different_worker_same_stage,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,27,28,a3e7b70ed81a76c41c0f,98fc2a900301cecb1f95,0.044408090929,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,different_worker_same_stage,not_materialized,C1,,,
human_human_different_worker_same_stage,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,27,30,a3e7b70ed81a76c41c0f,d5c88ef7632f0c3ce88f,0.046890216052,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,different_worker_same_stage,not_materialized,C1,,,
human_human_different_worker_same_stage,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,27,6,a3e7b70ed81a76c41c0f,9ba553c8c79977374da6,0.062640113748,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,different_worker_same_stage,not_materialized,C1,,,
human_human_different_worker_same_stage,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,28,30,98fc2a900301cecb1f95,d5c88ef7632f0c3ce88f,0.029758336616,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,different_worker_same_stage,not_materialized,C1,,,
human_human_different_worker_same_stage,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,28,6,98fc2a900301cecb1f95,9ba553c8c79977374da6,0.065073223462,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,different_worker_same_stage,not_materialized,C1,,,
human_human_different_worker_same_stage,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,30,6,d5c88ef7632f0c3ce88f,9ba553c8c79977374da6,0.063155147666,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,different_worker_same_stage,not_materialized,C1,,,
human_hohonet,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,10,,bd14297e6f34d6705898,hohonet,0.062149349802,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_enclosed,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,10,,bd14297e6f34d6705898,bilayout_enclosed,0.07524068648,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_extended,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,10,,bd14297e6f34d6705898,bilayout_extended,0.077424350519,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_gt,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,10,,bd14297e6f34d6705898,gt,0.172606953043,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,public_dataset_reference_not_quality_assumed,not_reviewed_for_this_audit,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json
human_hohonet,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,27,,a3e7b70ed81a76c41c0f,hohonet,0.018645533897,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_enclosed,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,27,,a3e7b70ed81a76c41c0f,bilayout_enclosed,0.030838934703,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_extended,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,27,,a3e7b70ed81a76c41c0f,bilayout_extended,0.032792619474,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_gt,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,27,,a3e7b70ed81a76c41c0f,gt,0.165168565834,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,public_dataset_reference_not_quality_assumed,not_reviewed_for_this_audit,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json
human_hohonet,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,28,,98fc2a900301cecb1f95,hohonet,0.054492596849,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_enclosed,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,28,,98fc2a900301cecb1f95,bilayout_enclosed,0.071032383529,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_extended,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,28,,98fc2a900301cecb1f95,bilayout_extended,0.072150851664,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_gt,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,28,,98fc2a900301cecb1f95,gt,0.165170960042,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,public_dataset_reference_not_quality_assumed,not_reviewed_for_this_audit,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json
human_hohonet,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,30,,d5c88ef7632f0c3ce88f,hohonet,0.058562290224,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_enclosed,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,30,,d5c88ef7632f0c3ce88f,bilayout_enclosed,0.072281320337,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_extended,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,30,,d5c88ef7632f0c3ce88f,bilayout_extended,0.073592223057,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_gt,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,30,,d5c88ef7632f0c3ce88f,gt,0.159473667643,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,public_dataset_reference_not_quality_assumed,not_reviewed_for_this_audit,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json
human_hohonet,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,6,,9ba553c8c79977374da6,hohonet,0.062149349802,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_enclosed,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,6,,9ba553c8c79977374da6,bilayout_enclosed,0.07524068648,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_bilayout_extended,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,6,,9ba553c8c79977374da6,bilayout_extended,0.077424350519,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,,,
human_gt,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,C1,manual,6,,9ba553c8c79977374da6,gt,0.172606953043,not_materialized,periodic_linear_image_plane_mask_proxy_1024x512,,,,public_dataset_reference_not_quality_assumed,not_reviewed_for_this_audit,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json
human_human_different_worker_same_stage,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,P1,manual,1,10,9c8a68204bbf22bf,84b0461c974c6f08,0.054991336799,independent,periodic_linear_image_plane_mask_proxy_1024x512,different_worker_same_stage,independent,P1,,,
human_human_different_worker_same_stage,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,P1,manual,1,11,9c8a68204bbf22bf,b36f0dc2bb36d9b6,0.045028755566,independent,periodic_linear_image_plane_mask_proxy_1024x512,different_worker_same_stage,non_independent_suspected,P1,,,
human_human_different_worker_same_stage,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,P1,manual,1,12,9c8a68204bbf22bf,e43b14b1a0c01b0f,0.030145924946,independent,periodic_linear_image_plane_mask_proxy_1024x512,different_worker_same_stage,independent,P1,,,
human_human_different_worker_same_stage,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,P1,manual,1,13,9c8a68204bbf22bf,a73527487e1ba30e,0.057888933662,independent,periodic_linear_image_plane_mask_proxy_1024x512,different_worker_same_stage,non_independent_confirmed,P1,,,
