building_id,source_n,common_people_budget,outside_pool_n,possible_group_n,actual_group_n,sampling,group_id,source_images_json
7y3sRwLe3Va,1,25,34,34,34,exhaustive,1,"[""B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,2,"[""B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,3,"[""B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,4,"[""UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,5,"[""UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,6,"[""UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,7,"[""UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,8,"[""UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,9,"[""X7HyMhZNoso_987fd31155514f6facb131bd5c14881d""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,10,"[""b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,11,"[""b8cTxDM8gDG_f63819c407e64c2897b703080766cb60""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,12,"[""e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,13,"[""q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,14,"[""q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,15,"[""q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,16,"[""q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,17,"[""q9vSo1VnCiC_e74e843601574864a14517f990c748a0""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,18,"[""rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,19,"[""rPc6DW4iMge_1f14902595544e389c9c910c444e79e7""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,20,"[""rPc6DW4iMge_cc15fb105d86466faafdd633f89148de""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,21,"[""uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,22,"[""uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,23,"[""uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,24,"[""uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,25,"[""uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,26,"[""uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,27,"[""uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,28,"[""wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,29,"[""x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,30,"[""yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,31,"[""yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,32,"[""yqstnuAEVhm_e3face7b2196414d95ed97151aa13058""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,33,"[""yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65""]"
7y3sRwLe3Va,1,25,34,34,34,exhaustive,34,"[""yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,1,"[""B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086"", ""UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,2,"[""B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086"", ""UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,3,"[""B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086"", ""q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,4,"[""B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086"", ""rPc6DW4iMge_cc15fb105d86466faafdd633f89148de""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,5,"[""B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086"", ""uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,6,"[""B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993"", ""rPc6DW4iMge_1f14902595544e389c9c910c444e79e7""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,7,"[""B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993"", ""uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,8,"[""B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624"", ""q9vSo1VnCiC_e74e843601574864a14517f990c748a0""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,9,"[""B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624"", ""yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,10,"[""UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282"", ""q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,11,"[""UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282"", ""q9vSo1VnCiC_e74e843601574864a14517f990c748a0""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,12,"[""UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282"", ""rPc6DW4iMge_1f14902595544e389c9c910c444e79e7""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,13,"[""UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282"", ""uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,14,"[""UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940"", ""uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,15,"[""UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940"", ""yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,16,"[""UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940"", ""yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,17,"[""UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65"", ""q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,18,"[""UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65"", ""x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,19,"[""UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65"", ""yqstnuAEVhm_e3face7b2196414d95ed97151aa13058""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,20,"[""UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596"", ""e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,21,"[""UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596"", ""yqstnuAEVhm_e3face7b2196414d95ed97151aa13058""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,22,"[""UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407"", ""e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,23,"[""UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407"", ""q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,24,"[""UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407"", ""uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,25,"[""UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407"", ""uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,26,"[""UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407"", ""yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,27,"[""X7HyMhZNoso_987fd31155514f6facb131bd5c14881d"", ""q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,28,"[""X7HyMhZNoso_987fd31155514f6facb131bd5c14881d"", ""q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,29,"[""X7HyMhZNoso_987fd31155514f6facb131bd5c14881d"", ""uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,30,"[""b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15"", ""q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,31,"[""b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15"", ""rPc6DW4iMge_cc15fb105d86466faafdd633f89148de""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,32,"[""b8cTxDM8gDG_f63819c407e64c2897b703080766cb60"", ""rPc6DW4iMge_cc15fb105d86466faafdd633f89148de""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,33,"[""b8cTxDM8gDG_f63819c407e64c2897b703080766cb60"", ""uNb9QFRL6hY_a38a8c6dced34d8bb18fb67165c099f2""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,34,"[""e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab"", ""rPc6DW4iMge_cc15fb105d86466faafdd633f89148de""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,35,"[""q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb"", ""uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7""]"
7y3sRwLe3Va,2,25,34,561,50,sampled_50_without_replacement,36,"[""q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4"", ""uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5""]"
