round_id,worker_id,task_id,base_task_id,task_stratum,image_id,dataset_group,image_path,risk_design_score_A,assignment_batch,c2_component,design_id,design_manifest_sha256,selection_role,selection_reason,maximin_distance_at_selection,building_gain,legacy_curated_priority_used,assignment_batch_id
C2-B,1,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,ordinary,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf.png,4.34198898346523,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,1,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,stress,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d.png,5.981021984881721,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,1,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,ordinary,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e.png,4.425093081348839,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,1,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,stress,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494.png,6.457935204966335,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,10,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,ordinary,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf.png,4.34198898346523,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,10,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,stress,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d.png,5.981021984881721,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,10,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,ordinary,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e.png,4.425093081348839,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,10,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,stress,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494.png,6.457935204966335,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,11,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,ordinary,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf.png,4.34198898346523,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,11,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,stress,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d.png,5.981021984881721,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,11,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,ordinary,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e.png,4.425093081348839,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,11,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,stress,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494.png,6.457935204966335,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,12,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,ordinary,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf.png,4.34198898346523,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,12,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,stress,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d.png,5.981021984881721,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,12,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,ordinary,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e.png,4.425093081348839,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,12,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,stress,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494.png,6.457935204966335,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,13,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,ordinary,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf.png,4.34198898346523,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,13,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,stress,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d.png,5.981021984881721,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,13,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,ordinary,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e.png,4.425093081348839,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,13,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,stress,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494.png,6.457935204966335,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,15,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,ordinary,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf.png,4.34198898346523,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,15,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,stress,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d.png,5.981021984881721,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,15,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,ordinary,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e.png,4.425093081348839,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,15,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,stress,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494.png,6.457935204966335,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,17,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,ordinary,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf.png,4.34198898346523,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,17,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,stress,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d.png,5.981021984881721,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,17,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,ordinary,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e.png,4.425093081348839,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
C2-B,17,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,stress,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/valid_no_occ/img/pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494.png,6.457935204966335,C2-B,common_anchor,D8,92eb0b6a501a4af02b3379d10c01a6efa9e44153e9f44a748358dca50531d5ba,common_anchor,risk_center_and_stratum_building_coverage,,,false,C2B_BATCH_A
