id,image_id,code,building,worker,stage,block,condition,status,formal_available,seconds,strict_eligible,deviation_sensitivity_eligible,source_match_kind,source_status,source_rederived_seconds,source_seconds_match,source_delta,source_path,time_basis,lead_time_seconds,created_at,updated_at,geometry_available,raw_identity_and_points_match,context,c1_eligible,c1_partial,c1_session_count,c1_revision_count,c1_cross_worker_events,log_seconds,analysis_eligible
9c8a68204bbf22bf,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W001,P1,0,manual,owner_valid_complete,True,47.0,True,True,project+task+annotator,project+task+annotator,47.0,True,0.0,active_times_2026-06-30.jsonl,frozen_stage_task_worker_active_time,22.322,2026-06-30 03:53:58.765019+00:00,2026-06-30 03:53:58.765041+00:00,True,True,P1|0|manual,,,,,,3.8501476017100584,True
84b0461c974c6f08,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W010,P1,0,manual,owner_valid_complete,True,36.0,True,True,project+task+annotator,project+task+annotator,36.0,True,0.0,active_times_2026-05-21.jsonl,frozen_stage_task_worker_active_time,30.403,2026-05-21 07:58:30.063075+00:00,2026-05-21 07:58:30.063091+00:00,True,True,P1|0|manual,,,,,,3.58351893845611,True
b36f0dc2bb36d9b6,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W011,P1,0,manual,owner_valid_complete,True,55.0,True,True,project+task+annotator,project+task+annotator,55.0,True,0.0,active_times_2026-05-31.jsonl,frozen_stage_task_worker_active_time,48.089,2026-05-31 15:00:35.786876+00:00,2026-05-31 15:00:35.786891+00:00,True,True,P1|0|manual,,,,,,4.007333185232471,True
e43b14b1a0c01b0f,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W012,P1,0,manual,lead_time_only_not_active,False,,False,False,not_applicable,,,False,,,frozen_stage_task_worker_active_time,29.329,2026-05-28 15:25:58.899240+00:00,2026-05-28 15:25:58.899256+00:00,True,True,P1|0|manual,,,,,,,False
a73527487e1ba30e,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W013,P1,0,manual,owner_valid_complete,True,8.0,True,True,project+task+annotator,project+task+annotator,8.0,True,0.0,active_times_2026-05-25.jsonl,frozen_stage_task_worker_active_time,1.848,2026-05-24 16:30:33.621416+00:00,2026-05-24 16:30:33.621432+00:00,True,True,P1|0|manual,,,,,,2.0794415416798357,True
9bf982556e9845da,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W014,P1,0,manual,lead_time_only_not_active,False,,False,False,not_applicable,,,False,,,frozen_stage_task_worker_active_time,0.8,2026-05-31 06:29:34.111398+00:00,2026-05-31 06:29:34.111413+00:00,True,True,P1|0|manual,,,,,,,False
6c26d77b8fe5e104,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W015,P1,0,manual,owner_valid_complete,True,14.0,True,True,project+task+annotator,project+task+annotator,14.0,True,0.0,active_times_2026-06-01.jsonl,frozen_stage_task_worker_active_time,3.348,2026-06-01 09:02:47.063959+00:00,2026-06-01 09:02:47.063972+00:00,True,True,P1|0|manual,,,,,,2.6390573296152584,True
cbfa1db9b3b7ec4d,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W017,P1,0,manual,owner_valid_complete,True,40.0,True,True,project+task+annotator,project+task+annotator,40.0,True,0.0,active_times_2026-05-21.jsonl,frozen_stage_task_worker_active_time,29.69,2026-05-21 09:30:17.644842+00:00,2026-05-21 09:30:17.644858+00:00,True,True,P1|0|manual,,,,,,3.6888794541139363,True
b86432f92a43add3,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W018,P1,0,manual,owner_valid_complete,True,43.0,True,True,project+task+annotator,project+task+annotator,43.0,True,0.0,active_times_2026-06-30.jsonl,frozen_stage_task_worker_active_time,14.081,2026-06-30 02:41:59.542589+00:00,2026-06-30 02:41:59.542617+00:00,True,True,P1|0|manual,,,,,,3.7612001156935624,True
f5958e31992e703a,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W002,P1,0,manual,owner_valid_complete,True,32.0,True,True,project+task+annotator,project+task+annotator,32.0,True,0.0,active_times_2026-06-29.jsonl,frozen_stage_task_worker_active_time,34.594,2026-06-29 14:58:15.225819+00:00,2026-06-29 14:58:15.225837+00:00,True,True,P1|0|manual,,,,,,3.4657359027997265,True
