id,image_id,code,building,worker,stage,block,condition,status,formal_available,seconds,strict_eligible,deviation_sensitivity_eligible,source_match_kind,source_status,source_rederived_seconds,source_seconds_match,source_delta,source_path,time_basis,lead_time_seconds,created_at,updated_at,geometry_available,raw_identity_and_points_match,context,c1_eligible,c1_partial,c1_session_count,c1_revision_count,c1_cross_worker_events,log_seconds,analysis_eligible,speed_baseline,speed_source_n,speed_adjusted_log_time
9c8a68204bbf22bf,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W001,P1,0,manual,owner_valid_complete,True,47.0,True,True,project+task+annotator,project+task+annotator,47.0,True,0.0,active_times_2026-06-30.jsonl,frozen_stage_task_worker_active_time,22.322,2026-06-30 03:53:58.765019+00:00,2026-06-30 03:53:58.765041+00:00,True,True,P1|0|manual,,,,,,3.8501476017100584,True,3.9889840465642745,29,-0.1388364448542161
84b0461c974c6f08,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W010,P1,0,manual,owner_valid_complete,True,36.0,True,True,project+task+annotator,project+task+annotator,36.0,True,0.0,active_times_2026-05-21.jsonl,frozen_stage_task_worker_active_time,30.403,2026-05-21 07:58:30.063075+00:00,2026-05-21 07:58:30.063091+00:00,True,True,P1|0|manual,,,,,,3.58351893845611,True,4.04305126783455,29,-0.45953232937844035
b36f0dc2bb36d9b6,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W011,P1,0,manual,owner_valid_complete,True,55.0,True,True,project+task+annotator,project+task+annotator,55.0,True,0.0,active_times_2026-05-31.jsonl,frozen_stage_task_worker_active_time,48.089,2026-05-31 15:00:35.786876+00:00,2026-05-31 15:00:35.786891+00:00,True,True,P1|0|manual,,,,,,4.007333185232471,True,4.634728988229636,29,-0.6273958029971647
a73527487e1ba30e,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W013,P1,0,manual,owner_valid_complete,True,8.0,True,True,project+task+annotator,project+task+annotator,8.0,True,0.0,active_times_2026-05-25.jsonl,frozen_stage_task_worker_active_time,1.848,2026-05-24 16:30:33.621416+00:00,2026-05-24 16:30:33.621432+00:00,True,True,P1|0|manual,,,,,,2.0794415416798357,True,3.828641396489095,29,-1.7491998548092593
6c26d77b8fe5e104,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W015,P1,0,manual,owner_valid_complete,True,14.0,True,True,project+task+annotator,project+task+annotator,14.0,True,0.0,active_times_2026-06-01.jsonl,frozen_stage_task_worker_active_time,3.348,2026-06-01 09:02:47.063959+00:00,2026-06-01 09:02:47.063972+00:00,True,True,P1|0|manual,,,,,,2.6390573296152584,True,4.897839799950911,29,-2.2587824703356527
cbfa1db9b3b7ec4d,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W017,P1,0,manual,owner_valid_complete,True,40.0,True,True,project+task+annotator,project+task+annotator,40.0,True,0.0,active_times_2026-05-21.jsonl,frozen_stage_task_worker_active_time,29.69,2026-05-21 09:30:17.644842+00:00,2026-05-21 09:30:17.644858+00:00,True,True,P1|0|manual,,,,,,3.6888794541139363,True,4.787491742782046,29,-1.0986122886681096
b86432f92a43add3,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W018,P1,0,manual,owner_valid_complete,True,43.0,True,True,project+task+annotator,project+task+annotator,43.0,True,0.0,active_times_2026-06-30.jsonl,frozen_stage_task_worker_active_time,14.081,2026-06-30 02:41:59.542589+00:00,2026-06-30 02:41:59.542617+00:00,True,True,P1|0|manual,,,,,,3.7612001156935624,True,3.970291913552122,29,-0.20909179785855958
f5958e31992e703a,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W002,P1,0,manual,owner_valid_complete,True,32.0,True,True,project+task+annotator,project+task+annotator,32.0,True,0.0,active_times_2026-06-29.jsonl,frozen_stage_task_worker_active_time,34.594,2026-06-29 14:58:15.225819+00:00,2026-06-29 14:58:15.225837+00:00,True,True,P1|0|manual,,,,,,3.4657359027997265,True,4.219507705176107,29,-0.7537718023763804
9130e3a10b708f2c,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W021,P1,0,manual,owner_valid_complete,True,23.0,True,True,project+task+annotator,project+task+annotator,23.0,True,0.0,active_times_2026-06-04.jsonl;active_times_2026-06-05.jsonl,frozen_stage_task_worker_active_time,7.542,2026-06-04 15:55:20.098458+00:00,2026-06-04 15:55:20.098472+00:00,True,True,P1|0|manual,,,,,,3.1354942159291497,True,3.6375861597263857,29,-0.502091943797236
2099f09dd0969482,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W027,P1,0,manual,owner_valid_complete,True,166.0,True,True,project+task+annotator,project+task+annotator,166.0,True,0.0,active_times_2026-06-17.jsonl,frozen_stage_task_worker_active_time,26.433,2026-06-17 02:22:14.062614+00:00,2026-06-17 02:22:14.062630+00:00,True,True,P1|0|manual,,,,,,5.111987788356544,True,5.87493073085203,29,-0.7629429424954868
3040d441f80810e4,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W028,P1,0,manual,owner_valid_complete,True,251.0,True,True,project+task+annotator,project+task+annotator,251.0,True,0.0,active_times_2026-06-17.jsonl,frozen_stage_task_worker_active_time,58.589,2026-06-16 18:31:13.084135+00:00,2026-06-16 18:31:13.084153+00:00,True,True,P1|0|manual,,,,,,5.5254529391317835,True,5.342334251964811,29,0.18311868716697255
be7a92e1f36d2292,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W029,P1,0,manual,owner_valid_complete,True,132.0,True,True,project+task+annotator,project+task+annotator,132.0,True,0.0,active_times_2026-06-25.jsonl,frozen_stage_task_worker_active_time,114.878,2026-06-25 15:01:29.990243+00:00,2026-06-25 15:01:29.990264+00:00,True,True,P1|0|manual,,,,,,4.882801922586371,True,5.356586274672012,29,-0.47378435208564174
674ea0b8b27fa7c7,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W030,P1,0,manual,owner_valid_complete,True,22.0,True,True,project+task+annotator,project+task+annotator,22.0,True,0.0,active_times_2026-06-20.jsonl,frozen_stage_task_worker_active_time,16.028,2026-06-20 11:58:40.865341+00:00,2026-06-20 11:58:40.865359+00:00,True,True,P1|0|manual,,,,,,3.091042453358316,True,4.30406509320417,29,-1.2130226398458541
6a317a400188cb9b,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W032,P1,0,manual,owner_valid_complete,True,186.0,True,True,project+task+annotator,project+task+annotator,186.0,True,0.0,active_times_2026-06-21.jsonl,frozen_stage_task_worker_active_time,147.722,2026-06-21 05:48:27.278412+00:00,2026-06-21 05:48:27.278428+00:00,True,True,P1|0|manual,,,,,,5.225746673713202,True,5.60947179518496,29,-0.3837251214717581
5f9c3715d22ae336,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W033,P1,0,manual,owner_valid_complete,True,166.0,True,True,project+task+annotator,project+task+annotator,166.0,True,0.0,active_times_2026-06-21.jsonl,frozen_stage_task_worker_active_time,162.589,2026-06-21 06:32:15.864298+00:00,2026-06-21 06:32:15.864317+00:00,True,True,P1|0|manual,,,,,,5.111987788356544,True,5.910796644040527,29,-0.7988088556839834
4bfc0d70b116500c,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W036,P1,0,manual,owner_valid_complete,True,546.0,True,True,project+task+annotator,project+task+annotator,546.0,True,0.0,active_times_2026-06-27.jsonl,frozen_stage_task_worker_active_time,601.935,2026-06-26 18:16:04.629273+00:00,2026-06-26 18:16:04.629290+00:00,True,True,P1|0|manual,,,,,,6.302618975744905,True,6.981930797593538,28,-0.6793118218486329
922f49b7c63582f6,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W037,P1,0,manual,owner_valid_complete,True,78.0,True,True,project+task+annotator,project+task+annotator,78.0,True,0.0,active_times_2026-06-23.jsonl,frozen_stage_task_worker_active_time,79.816,2026-06-22 16:37:29.349716+00:00,2026-06-22 16:37:29.349735+00:00,True,True,P1|0|manual,,,,,,4.356708826689592,True,5.327876168789581,29,-0.9711673420999896
59650fcf724f11bc,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W006,P1,0,manual,owner_valid_complete,True,25.0,True,True,project+task+annotator,project+task+annotator,25.0,True,0.0,active_times_2026-05-22.jsonl,frozen_stage_task_worker_active_time,14.651,2026-05-22 07:42:00.524456+00:00,2026-05-22 07:42:00.524472+00:00,True,True,P1|0|manual,,,,,,3.2188758248682006,True,3.8918202981106265,29,-0.6729444732424259
13d54802362fd649,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,7y3sRwLe3Va,W008,P1,0,manual,owner_valid_complete,True,69.0,True,True,project+task+annotator,project+task+annotator,69.0,True,0.0,active_times_2026-06-12.jsonl,frozen_stage_task_worker_active_time,57.678,2026-06-12 09:58:24.740840+00:00,2026-06-12 09:58:24.740854+00:00,True,True,P1|0|manual,,,,,,4.23410650459726,True,5.19295685089021,29,-0.9588503462929507
1870bb9b73b8e731,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,7y3sRwLe3Va,W001,P1,0,oos,owner_valid_complete,True,38.0,True,True,project+task+annotator,project+task+annotator,38.0,True,0.0,active_times_2026-06-30.jsonl,frozen_stage_task_worker_active_time,29.303,2026-06-30 03:18:29.261498+00:00,2026-06-30 03:18:29.261522+00:00,True,True,P1|0|oos,,,,,,3.6375861597263857,True,4.1588830833596715,7,-0.5212969236332858
95c53ad8a5a96289,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,7y3sRwLe3Va,W010,P1,0,oos,owner_valid_complete,True,153.0,True,True,project+task+annotator,project+task+annotator,153.0,True,0.0,active_times_2026-05-21.jsonl,frozen_stage_task_worker_active_time,151.261,2026-05-21 07:15:04.341569+00:00,2026-05-21 07:15:04.341586+00:00,True,True,P1|0|oos,,,,,,5.030437921392435,True,4.90527477843843,7,0.12516314295400566
255bcfbc04e42564,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,7y3sRwLe3Va,W011,P1,0,oos,owner_valid_complete,True,278.0,True,True,project+task+annotator,project+task+annotator,278.0,True,0.0,active_times_2026-05-31.jsonl,frozen_stage_task_worker_active_time,779.854,2026-05-31 06:14:52.910427+00:00,2026-05-31 06:14:52.910441+00:00,True,True,P1|0|oos,,,,,,5.627621113690637,True,5.537334267018537,7,0.0902868466721003
dcf84084e2f4a4bf,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,7y3sRwLe3Va,W013,P1,0,oos,owner_valid_complete,True,84.0,True,True,project+task+annotator,project+task+annotator,84.0,True,0.0,active_times_2026-05-24.jsonl,frozen_stage_task_worker_active_time,132.16,2026-05-24 15:58:46.203479+00:00,2026-05-24 15:58:46.203495+00:00,True,True,P1|0|oos,,,,,,4.430816798843313,True,4.564348191467836,7,-0.13353139262452274
